,site_reference_number,facility_id,hvac_system_id,heating_system_type,heating_system_type_other,primary_heat_fuel,aux_heat,electric_resistance_heat_type,total_hvac_heating_capacity_kbtu,facility_heating_capacity_fraction,facility_heating_capacity_rank,regional_heated_sqft_represented,total_hvac_cooling_capacity_kbtu,facility_cooling_capacity_fraction,facility_cooling_capacity_rank,regional_cooled_sqft_represented,cooling_system_type,cooling_system_type_other,hydronic_heating,hydronic_cooling,hydronic_heating_or_cooling,avg_hours_per_week,airflow_capacity,system_primary_heat,system_primary_cool,primary_ventilation_source,num_identical_units,system_age_years,type_manufacturer,type_model,zone_type,heat_pump_type,component_vent_other,fan_supply_vfd,fan_supply_hp,fan,total_return_exhaust_fan_hp,supply_control_method,ventilation_outside_air,ventilation_exhaust,controls_comm_types,heat_cool_vent,component_heat_exchange,boiler_fuel_type,chiller_type,primary_building_type_facility,detailed_econ,total_building_area,urban_rural,year_constructed,sample_weight_hvac,regional_site_sqft_represented,regional_site_conditioned_sqft_represented
0,19240,3480,8761,Wall-mount Unitary Heater,,Hot Water from Boiler,,,0.0,0.041666,8.0,23938.76951,0.0,0.0,0.0,0.0,,,0,0,0,168.0,1790.0,Primary,,0,1.0,14.0,Trane,122-P,Single Zone,,,0.0,0.17,Supply,0.0,None,,,,HT,,Natural Gas,Not Applicable,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
1,19240,3480,8762,Wall-mount Unitary Heater,,Hot Water from Boiler,,,0.0,0.041666,11.0,23938.76951,0.0,0.0,0.0,0.0,,,0,0,0,168.0,515.0,Primary,,0,1.0,14.0,Trane,38-W2,Single Zone,,,0.0,0.05,Supply,0.0,None,,,,HT,,Natural Gas,Not Applicable,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
2,19240,3480,8763,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,15.0,23938.76951,0.0,0.05,12.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,35000.0,Primary,Primary,0,1.0,14.0,Pace,PCAH,Multizone,,,1.0,75.0,"Return,Supply",25.0,VAV w/ hydronic coil,Economizer/Motorized louvers,Motorized louvers,,"C,HT,V",,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
3,19240,3480,8764,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,1.0,23938.76951,0.0,0.05,1.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,35000.0,Primary,Primary,0,1.0,14.0,Pace,PCAH,Multizone,,,1.0,75.0,"Return,Supply",25.0,VAV w/ hydronic coil,Economizer/Motorized louvers,Motorized louvers,,"C,HT,V",,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
4,19240,3480,8765,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,22.0,23938.76951,0.0,0.05,18.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,35000.0,Primary,Primary,0,1.0,14.0,Pace,PCAH,Multizone,,,1.0,75.0,"Return,Supply",25.0,VAV w/ hydronic coil,Economizer/Motorized louvers,Motorized louvers,,"C,HT,V",,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
5,19240,3480,8766,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,24.0,23938.76951,0.0,0.05,20.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,55000.0,Primary,Primary,0,1.0,14.0,Pace,PCAH,Multizone,,,1.0,100.0,"Return,Supply",60.0,VAV w/ hydronic coil,Economizer/Motorized louvers,Motorized louvers,,"C,HT,V",,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
6,19240,3480,8767,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,21.0,23938.76951,0.0,0.05,17.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,55000.0,Primary,Primary,0,1.0,14.0,Pace,PCAH,Multizone,,,1.0,100.0,"Return,Supply",60.0,VAV w/ hydronic coil,Economizer/Motorized louvers,Motorized louvers,,"C,HT,V",,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
7,19240,3480,8768,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,2.0,23938.76951,0.0,0.05,2.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,40000.0,Primary,Primary,0,1.0,14.0,Pace,PCAH,Multizone,,,1.0,75.0,Supply,0.0,VAV w/ hydronic coil,Economizer/Motorized louvers,Another system controls exhaust air,,"C,HE,HT,V",Other,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
8,19240,3480,8769,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,14.0,23938.76951,0.0,0.05,11.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,9000.0,Primary,Primary,0,1.0,14.0,Haakon,Custom,Multizone,,,2.0,30.0,"Return,Supply",15.0,VAV w/ hydronic coil,Economizer/Motorized louvers,Another system controls exhaust air,,"C,HT,V",,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
9,19240,3480,8770,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,6.0,23938.76951,0.0,0.05,6.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,40000.0,Primary,Primary,0,1.0,14.0,Pace,PCAH,Multizone,,,1.0,75.0,Supply,0.0,VAV w/ hydronic coil,Economizer/Motorized louvers,Another system controls exhaust air,,"C,HE,HT,V",Other,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
10,19240,3480,8771,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,19.0,23938.76951,0.0,0.05,16.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,20000.0,Primary,Primary,0,1.0,14.0,Pace,PCAH,Multizone,,,1.0,40.0,Supply,0.0,VAV w/ hydronic coil,Economizer/Motorized louvers,Another system controls exhaust air,,"C,HE,HT,V",Other,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
11,19240,3480,8772,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,17.0,23938.76951,0.0,0.05,14.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,20000.0,Primary,Primary,0,1.0,14.0,Pace,PCAH,Multizone,,,1.0,40.0,Supply,0.0,VAV w/ hydronic coil,Economizer/Motorized louvers,Another system controls exhaust air,,"C,HE,HT,V",Other,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
12,19240,3480,8773,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,3.0,23938.76951,0.0,0.05,3.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,50000.0,Primary,Primary,0,1.0,14.0,Pace,PCAH,Multizone,,,1.0,100.0,Supply,0.0,VAV w/ hydronic coil,Economizer/Motorized louvers,Another system controls exhaust air,,"C,HE,HT,V",Other,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
13,19240,3480,8774,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,16.0,23938.76951,0.0,0.05,13.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,50000.0,Primary,Primary,0,1.0,14.0,Pace,PCAH,Multizone,,,1.0,100.0,Supply,0.0,VAV w/ hydronic coil,Economizer/Motorized louvers,Another system controls exhaust air,,"C,HE,HT,V",Other,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
14,19240,3480,8775,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,10.0,23938.76951,0.0,0.05,8.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,15000.0,Primary,Primary,0,1.0,14.0,Pace,PCAH,Multizone,,,1.0,30.0,"Return,Supply",5.0,VAV w/ hydronic coil,Economizer/Motorized louvers,Another system controls exhaust air,,"C,HT,V",,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
15,19240,3480,8776,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,13.0,23938.76951,0.0,0.05,10.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,30000.0,Primary,Primary,0,1.0,14.0,Pace,PCAH,Multizone,,,1.0,75.0,"Return,Supply",30.0,VAV w/ hydronic coil,Economizer/Motorized louvers,Another system controls exhaust air,,"C,HT,V",,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
16,19240,3480,8777,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,5.0,23938.76951,0.0,0.05,5.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,14000.0,Primary,Primary,0,1.0,14.0,York,AIRPAK-360,Single Zone,,,0.0,30.0,"Return,Supply",10.0,None,Economizer/Motorized louvers,Another system controls exhaust air,,"C,HT,V",,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
17,19240,3480,8778,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,9.0,23938.76951,0.0,0.05,7.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,15000.0,Primary,Primary,0,1.0,14.0,York,AIRPAK-360,Single Zone,,,1.0,30.0,"Return,Supply",7.5,None,Economizer/Motorized louvers,Another system controls exhaust air,,"C,HT,V",,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
18,19240,3480,8779,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,18.0,23938.76951,0.0,0.05,15.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,16000.0,Primary,Primary,0,1.0,14.0,York,AIRPAK-400,Single Zone,,,0.0,25.0,Supply,0.0,None,Economizer/Motorized louvers,Another system controls exhaust air,,"C,HT,V",,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
19,19240,3480,8780,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,23.0,23938.76951,0.0,0.05,19.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,7000.0,Primary,Primary,0,1.0,14.0,York,AIRPAK-170,Single Zone,,,0.0,7.5,Supply,0.0,None,Economizer/Motorized louvers,Another system controls exhaust air,,"C,HT,V",,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
20,19240,3480,8781,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,12.0,23938.76951,0.0,0.05,9.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,9000.0,Primary,Primary,0,1.0,14.0,York,AIRPAK-215,Single Zone,,,1.0,10.0,Supply,0.0,None,Economizer/Motorized louvers,Another system controls exhaust air,,"C,HT,V",,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
21,19240,3480,8782,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,0.041666,4.0,23938.76951,0.0,0.05,4.0,28726.98304,AHU with hydronic cooling and heating,,1,1,1,168.0,9000.0,Primary,Primary,0,1.0,14.0,York,AIRPAK-215,Single Zone,,,1.0,10.0,Supply,0.0,None,Economizer/Motorized louvers,Another system controls exhaust air,,"C,HT,V",,Natural Gas,Compressor-Centrifugal,Hospital,Hospital  - Hospital,427242,Urban,2005,1.0,574539.6608,574539.6608
22,18812,3463,8832,Suspended Unitary Heater,,Electricity,,Electric Resistance Heating,13.648568,1.0,1.0,299687.9522,0.0,0.0,0.0,0.0,,,0,0,0,70.5,0.0,Primary,,0,4.0,37.0,Dayton,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Warehouse,Warehouse  - Other Warehouse,7448,Urban,1982,1.0,996462.441,299687.9522
23,10031,3572,8971,Other,Erv with dx cooling and gas heating ,Electricity,Electric strip heat,Electric Resistance Auxiliary Heating,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Other,Erv with dx cooling and gas heating ,0,0,0,98.0,10000.0,Primary,Primary,0,4.0,5.0,Trane,,Multizone,,,1.0,55.0,"Condenser,Exhaust,Return,Supply",25.0,VAV w/ electric reheat,Economizer/Motorized louvers,Motorized louvers,,"C,HE,HT,V",ERV,Not Applicable,Not Applicable,Hospital,Hospital  - Hospital,142136,Urban,2014,1.0,759857.0111,759857.0111
24,18536,3655,9042,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,50.0,0.0,Primary,Primary,0,1.0,0.0,,,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,Fixed position open louvers,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Warehouse,29768,Urban,2005,1.0,10653582.93,10653582.93
25,18536,3655,9043,Suspended Unitary Heater,,NG,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,50.0,0.0,Primary,,0,1.0,13.0,Reznor,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Warehouse,29768,Urban,2005,1.0,10653582.93,10653582.93
26,14336,3957,9811,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,80.0,0.258481,2.0,228399.8929,35.4,0.210089,2.0,185639.5831,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,60.0,1485.0,Primary,Primary,0,1.0,24.0,Lennox,GCS16-411-100-10P,Single Zone,,,0.0,0.5,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,Fixed position passive louvers,,"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Office- Admin/Professional/Government/Financial,9900,Urban,1995,1.0,883623.5269,883623.5269
27,14336,3957,9812,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,120.0,0.38772199999999996,1.0,342600.2811,70.8,0.420178,1.0,371279.1663,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,60.0,1485.0,Primary,Primary,0,2.0,24.0,Lennox,GCS16-411-75-6P,Single Zone,,,0.0,0.5,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,Fixed position passive louvers,,"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Office- Admin/Professional/Government/Financial,9900,Urban,1995,1.0,883623.5269,883623.5269
28,14336,3957,9813,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,60.0,0.19386099999999998,3.0,171300.1406,29.2,0.173293,4.0,153125.7718,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,60.0,1375.0,Primary,Primary,0,1.0,24.0,Lennox,GCS16-311-75-5P,Single Zone,,,0.0,0.33,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,Fixed position passive louvers,,"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Office- Admin/Professional/Government/Financial,9900,Urban,1995,1.0,883623.5269,883623.5269
29,14336,3957,9814,,,,,,0.0,0.0,0.0,0.0,33.1,0.196439,3.0,173578.122,Ductless Mini-Split AC,,0,0,0,168.0,0.0,,Primary,0,1.0,0.0,Fujitsu,AOU36CLX,Single Zone,,,0.0,0.05,"Condenser,Supply",0.0,None,,,,C,,Not Applicable,Not Applicable,Office,Office - Office- Admin/Professional/Government/Financial,9900,Urban,1995,1.0,883623.5269,883623.5269
30,14336,3957,9815,Suspended Unitary Heater,,NG,,,49.5,0.159935,4.0,141322.3288,0.0,0.0,0.0,0.0,,,0,0,0,60.0,0.0,Primary,,0,1.0,11.0,Modine,PAH555F,Single Zone,,,0.0,0.3,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Office,Office - Office- Admin/Professional/Government/Financial,9900,Urban,1995,1.0,883623.5269,883623.5269
31,10815,4009,9834,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,2288.0,0.675085,1.0,21987112.42,2662.0,0.6581279999999999,1.0,21434833.13,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,11.0,0.0,Lennox,LGA240H2BS3G,Single Zone,,,0.0,5.0,"Condenser,Exhaust,Supply",0.66,None,Economizer/Motorized louvers,Motorized louvers,,"C,HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Hardware,139000,Urban,2009,1.0,32569398.56,32569398.56
32,10815,4009,9835,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,810.0,0.238994,2.0,7783890.8379999995,1092.0,0.26997600000000005,2.0,8792955.944,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,6.0,0.0,Lennox,LGC180H2BL2G,Single Zone,,,0.0,3.0,"Condenser,Exhaust,Supply",0.66,None,Economizer/Motorized louvers,Motorized louvers,,"C,HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Hardware,139000,Urban,2009,1.0,32569398.56,32569398.56
33,10815,4009,9836,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,124.8,0.036822,3.0,1199270.394,98.0,0.024228,4.0,789091.3882,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,2.0,0.0,Lennox,LGA048H2BS3G,Single Zone,,,0.0,1.5,"Condenser,Exhaust,Supply",0.5,None,Economizer/Motorized louvers,Motorized louvers,,"C,HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Hardware,139000,Urban,2009,1.0,32569398.56,32569398.56
34,10815,4009,9837,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,62.4,0.018411,5.0,599635.1968,36.4,0.008999,6.0,293092.0176,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,0.0,Lennox,LGA036H2BS2G,Single Zone,,,0.0,1.5,"Condenser,Exhaust,Supply",0.5,None,Economizer/Motorized louvers,Motorized louvers,,"C,HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Hardware,139000,Urban,2009,1.0,32569398.56,32569398.56
35,10815,4009,9838,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,104.0,0.030685000000000004,4.0,999391.9947,120.0,0.029667000000000002,3.0,966236.3470000001,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,0.0,Lennox,LGA120H2BSG,Single Zone,,,0.0,3.0,"Condenser,Exhaust,Supply",0.66,None,Economizer/Motorized louvers,Motorized louvers,,"C,HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Hardware,139000,Urban,2009,1.0,32569398.56,32569398.56
36,10815,4009,9839,,,,,,0.0,0.0,0.0,0.0,36.4,0.008999,5.0,293092.0176,Rooftop Unit AC (RTU-AC),,0,0,0,168.0,0.0,,Primary,0,1.0,0.0,Lennox,LCA036H2BN1Y,Single Zone,,,0.0,1.5,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,Motorized louvers,,"C,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Hardware,139000,Urban,2009,1.0,32569398.56,32569398.56
37,16244,3986,9842,Wall-mount Unitary Heater,,Electricity,,Electric Resistance Heating,3.412142,0.030847000000000003,3.0,33230.77514,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Supplemental,,0,1.0,0.0,Cadet,X101,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Office,Office - Office- Admin/Professional/Government/Financial,3136,Urban,1976,1.0,1077277.373,1077277.373
38,16244,3986,9843,Rooftop Unit HP (RTU-HP),,Electricity,Electric strip heat,Electric Resistance Auxiliary Heating,48.0,0.43394799999999994,2.0,467482.3616,48.0,0.5714279999999999,1.0,615586.4549,Rooftop Unit HP (RTU-HP),,0,0,0,168.0,4470.0,Primary,Primary,0,1.0,9.0,Lennox,13chpxa-48-230-1a,Single Zone,Rooftop Unit HP (RTU-HP),,0.0,0.75,"Condenser,Supply",0.0,None,,,,"C,HT",,Not Applicable,Not Applicable,Office,Office - Office- Admin/Professional/Government/Financial,3136,Urban,1976,1.0,1077277.373,1077277.373
39,16244,3986,9844,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,59.2,0.535203,1.0,576562.0821,36.0,0.428571,2.0,461689.8412,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,1200.0,Primary,Primary,0,1.0,9.0,Carrier,48tje004---301qe,Single Zone,,,0.0,0.34,"Condenser,Supply",0.0,None,Fixed-position louvers,Fixed position open louvers,,"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Office- Admin/Professional/Government/Financial,3136,Urban,1976,1.0,1077277.373,1077277.373
40,21279,3838,9891,,,,,,0.0,0.0,0.0,0.0,18.0,0.015075,2.0,15006.925269999998,Ductless Mini-Split AC,,0,0,0,168.0,250.0,,Primary,0,1.0,4.0,Fujitsu,Halcyon,Single Zone,,,0.0,0.25,"Condenser,Supply",0.0,None,,,,C,,Not Applicable,Not Applicable,Lodging,Lodging - Hotel,46425,Urban,1993,1.0,995484.2629999999,995484.2629999999
41,21279,3838,9892,Furnace,,NG,,,400.0,0.253807,2.0,252660.8744,0.0,0.0,0.0,0.0,,,0,0,0,168.0,1600.0,Primary,,0,5.0,7.0,carrier,,Single Zone,,,0.0,0.5,Supply,0.0,None,Fixed-position louvers,Fixed position passive louvers,,"HT,V",,Not Applicable,Not Applicable,Lodging,Lodging - Hotel,46425,Urban,1993,1.0,995484.2629999999,995484.2629999999
42,21279,3838,9893,Packaged Terminal AC (PTAC) w/heat,,Electricity,Electric strip heat,Electric Resistance Heating,1176.0,0.746192,1.0,742822.3932,1176.0,0.984924,1.0,980476.3423,Packaged Terminal AC (PTAC) w/heat,,0,0,0,168.0,150.0,Primary,Primary,0,98.0,19.0,Amana,PHT,Single Zone,,,0.0,0.25,"Condenser,Supply",0.0,None,Fixed-position louvers,Fixed position passive louvers,,"C,HT,V",,Not Applicable,Not Applicable,Lodging,Lodging - Hotel,46425,Urban,1993,1.0,995484.2629999999,995484.2629999999
43,20712,3983,10094,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,119.0,1500.0,Primary,Primary,0,1.0,3.0,Carrier,,Single Zone,,,0.0,0.5,"Condenser,Supply",0.0,None,Fixed-position louvers,Fixed position passive louvers,,"C,HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Dry Cleaner,1800,Urban,1990,1.0,280900.8884,280900.8884
44,10194,3906,10179,AHU with hydronic cooling and heating,,Hot Water from Boiler,,,0.0,1.0,1.0,304790.3172,0.0,1.0,1.0,304790.3172,AHU with hydronic cooling and heating,,1,1,1,168.0,0.0,Primary,Primary,0,2.0,19.0,Magic Aire,48/60-BMW/BMX,Multizone,,,0.0,3.0,Supply,0.0,VAV w/ unknown reheat,,,,"C,HT,V",,Natural Gas,Compressor-Reciprocating,Residential Care,Residential Care - Assisted Living,55000,Urban,2000,1.0,304790.3172,304790.3172
45,10194,3906,10180,Other,heat recovery ventilation,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,168.0,6500.0,,,0,1.0,19.0,Venmar,9215,Multizone,,,0.0,10.0,"Exhaust,Supply",10.0,,,,,HE,HRV,Not Applicable,Not Applicable,Residential Care,Residential Care - Assisted Living,55000,Urban,2000,1.0,304790.3172,304790.3172
46,13852,3975,10181,,,,,,0.0,0.0,0.0,0.0,10.0,1.0,1.0,16380599.98,Portable AC (P-AC),,0,0,0,168.0,0.0,,Primary,0,1.0,5.0,Idylis,416709,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,,,,"C,V",,Not Applicable,Not Applicable,Grocery,Grocery  - Convenience Store (<=5000Sf),1610,Rural,1970,1.0,16380599.98,16380599.98
47,13852,3975,10182,Radiant baseboard,,Electricity,,Electric Resistance Heating,68.24284,1.0,1.0,16380599.98,0.0,0.0,0.0,0.0,,,0,0,0,48.0,0.0,Primary,,0,1.0,49.0,Republic ,,Single Zone,,,0.0,0.0,,0.0,None,,,,HT,,Not Applicable,Not Applicable,Grocery,Grocery  - Convenience Store (<=5000Sf),1610,Rural,1970,1.0,16380599.98,16380599.98
48,19770,4033,10338,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Portable AC (P-AC),,0,0,0,168.0,4000.0,,Primary,0,2.0,0.0,Champion ,M401a,Single Zone,,,0.0,1.0,"Condenser,Supply",0.0,None,,,,C,,Not Applicable,Not Applicable,Grocery,Grocery  - Grocery (> 5000Sf),6000,Rural,1950,1.0,9036333.24,9036333.24
49,19770,4033,10339,Suspended Unitary Heater,,Electricity,,Electric Resistance Heating,51.18213,0.428571,2.0,3872710.373,0.0,0.0,0.0,0.0,,,0,0,0,108.5,0.0,Supplemental,,0,1.0,0.0,Cadet,Ceh015,Single Zone,,,0.0,0.33,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Grocery,Grocery  - Grocery (> 5000Sf),6000,Rural,1950,1.0,9036333.24,9036333.24
50,19770,4033,10340,Suspended Unitary Heater,,Electricity,,Electric Resistance Heating,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,108.5,0.0,Primary,,0,1.0,0.0,,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Grocery,Grocery  - Grocery (> 5000Sf),6000,Rural,1950,1.0,9036333.24,9036333.24
51,19770,4033,10341,Suspended Unitary Heater,,Electricity,,Electric Resistance Heating,68.24284,0.5714279999999999,1.0,5163613.831,0.0,0.0,0.0,0.0,,,0,0,0,108.5,0.0,Supplemental,,0,2.0,0.0,Dayton Electric ,3e345a,Single Zone,,,0.0,0.1,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Grocery,Grocery  - Grocery (> 5000Sf),6000,Rural,1950,1.0,9036333.24,9036333.24
52,19858,4047,10361,Radiant baseboard,,Electricity,,Electric Resistance Heating,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,25.0,45.0,,,Single Zone,,,0.0,0.0,,0.0,None,,,,HT,,Not Applicable,Not Applicable,Lodging,Lodging - Other Lodging,60000,Rural,1974,1.0,2687072.3880000003,2687072.3880000003
53,19858,4047,10362,Wall-mount Unitary Heater,,Electricity,,Electric Resistance Heating,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,168.0,100.0,Primary,,0,14.0,15.0,Cadet,,Single Zone,,,0.0,0.1,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Lodging,Lodging - Other Lodging,60000,Rural,1974,1.0,2687072.3880000003,2687072.3880000003
